الجنسية,المحافظة,المنطقة,حجم السكن,الأسر
سعودي,الباحة (مقرالامارة),الباحة,1,1746
سعودي,الباحة (مقرالامارة),الباحة,2,1322
سعودي,الباحة (مقرالامارة),الباحة,3,1401
سعودي,الباحة (مقرالامارة),الباحة,4,1833
سعودي,الباحة (مقرالامارة),الباحة,5,1829
سعودي,الباحة (مقرالامارة),الباحة,6,1907
سعودي,الباحة (مقرالامارة),الباحة,7,1398
سعودي,الباحة (مقرالامارة),الباحة,8,684
سعودي,الباحة (مقرالامارة),الباحة,9,347
سعودي,الباحة (مقرالامارة),الباحة,10+,275
غير سعودي,الباحة (مقرالامارة),الباحة,1,3254
غير سعودي,الباحة (مقرالامارة),الباحة,2,3337
غير سعودي,الباحة (مقرالامارة),الباحة,3,1169
غير سعودي,الباحة (مقرالامارة),الباحة,4,496
غير سعودي,الباحة (مقرالامارة),الباحة,5,445
غير سعودي,الباحة (مقرالامارة),الباحة,6,386
غير سعودي,الباحة (مقرالامارة),الباحة,7,215
غير سعودي,الباحة (مقرالامارة),الباحة,8,101
غير سعودي,الباحة (مقرالامارة),الباحة,9,76
غير سعودي,الباحة (مقرالامارة),الباحة,10+,366
سعودي,الحجرة,الباحة,1,358
سعودي,الحجرة,الباحة,2,214
سعودي,الحجرة,الباحة,3,236
سعودي,الحجرة,الباحة,4,296
سعودي,الحجرة,الباحة,5,253
سعودي,الحجرة,الباحة,6,312
سعودي,الحجرة,الباحة,7,257
سعودي,الحجرة,الباحة,8,130
سعودي,الحجرة,الباحة,9,79
سعودي,الحجرة,الباحة,10+,128
غير سعودي,الحجرة,الباحة,1,342
غير سعودي,الحجرة,الباحة,2,76
غير سعودي,الحجرة,الباحة,3,44
غير سعودي,الحجرة,الباحة,4,24
غير سعودي,الحجرة,الباحة,5,27
غير سعودي,الحجرة,الباحة,6,15
غير سعودي,الحجرة,الباحة,7,7
غير سعودي,الحجرة,الباحة,8,5
غير سعودي,الحجرة,الباحة,9,4
غير سعودي,الحجرة,الباحة,10+,9
سعودي,العقيق,الباحة,1,876
سعودي,العقيق,الباحة,2,562
سعودي,العقيق,الباحة,3,599
سعودي,العقيق,الباحة,4,755
سعودي,العقيق,الباحة,5,774
سعودي,العقيق,الباحة,6,936
سعودي,العقيق,الباحة,7,659
سعودي,العقيق,الباحة,8,369
سعودي,العقيق,الباحة,9,247
سعودي,العقيق,الباحة,10+,416
غير سعودي,العقيق,الباحة,1,1530
غير سعودي,العقيق,الباحة,2,487
غير سعودي,العقيق,الباحة,3,138
غير سعودي,العقيق,الباحة,4,92
غير سعودي,العقيق,الباحة,5,52
غير سعودي,العقيق,الباحة,6,55
غير سعودي,العقيق,الباحة,7,32
غير سعودي,العقيق,الباحة,8,20
غير سعودي,العقيق,الباحة,9,12
غير سعودي,العقيق,الباحة,10+,41
سعودي,القرى,الباحة,1,384
سعودي,القرى,الباحة,2,397
سعودي,القرى,الباحة,3,407
سعودي,القرى,الباحة,4,471
سعودي,القرى,الباحة,5,484
سعودي,القرى,الباحة,6,528
سعودي,القرى,الباحة,7,403
سعودي,القرى,الباحة,8,184
سعودي,القرى,الباحة,9,102
سعودي,القرى,الباحة,10+,140
غير سعودي,القرى,الباحة,1,885
غير سعودي,القرى,الباحة,2,235
غير سعودي,القرى,الباحة,3,73
غير سعودي,القرى,الباحة,4,57
غير سعودي,القرى,الباحة,5,43
غير سعودي,القرى,الباحة,6,26
غير سعودي,القرى,الباحة,7,17
غير سعودي,القرى,الباحة,8,6
غير سعودي,القرى,الباحة,9,6
غير سعودي,القرى,الباحة,10+,10
سعودي,المخواة,الباحة,1,1036
سعودي,المخواة,الباحة,2,964
سعودي,المخواة,الباحة,3,1017
سعودي,المخواة,الباحة,4,1234
سعودي,المخواة,الباحة,5,1256
سعودي,المخواة,الباحة,6,1221
سعودي,المخواة,الباحة,7,863
سعودي,المخواة,الباحة,8,467
سعودي,المخواة,الباحة,9,220
سعودي,المخواة,الباحة,10+,237
غير سعودي,المخواة,الباحة,1,1645
غير سعودي,المخواة,الباحة,2,844
غير سعودي,المخواة,الباحة,3,320
غير سعودي,المخواة,الباحة,4,196
غير سعودي,المخواة,الباحة,5,145
غير سعودي,المخواة,الباحة,6,124
غير سعودي,المخواة,الباحة,7,63
غير سعودي,المخواة,الباحة,8,38
غير سعودي,المخواة,الباحة,9,29
غير سعودي,المخواة,الباحة,10+,78
سعودي,المندق,الباحة,1,431
سعودي,المندق,الباحة,2,379
سعودي,المندق,الباحة,3,374
سعودي,المندق,الباحة,4,483
سعودي,المندق,الباحة,5,504
سعودي,المندق,الباحة,6,569
سعودي,المندق,الباحة,7,355
سعودي,المندق,الباحة,8,178
سعودي,المندق,الباحة,9,106
سعودي,المندق,الباحة,10+,95
غير سعودي,المندق,الباحة,1,1029
غير سعودي,المندق,الباحة,2,239
غير سعودي,المندق,الباحة,3,91
غير سعودي,المندق,الباحة,4,60
غير سعودي,المندق,الباحة,5,64
غير سعودي,المندق,الباحة,6,49
غير سعودي,المندق,الباحة,7,32
غير سعودي,المندق,الباحة,8,12
غير سعودي,المندق,الباحة,9,15
غير سعودي,المندق,الباحة,10+,26
سعودي,بلجرشي,الباحة,1,1073
سعودي,بلجرشي,الباحة,2,1032
سعودي,بلجرشي,الباحة,3,977
سعودي,بلجرشي,الباحة,4,1185
سعودي,بلجرشي,الباحة,5,1169
سعودي,بلجرشي,الباحة,6,1252
سعودي,بلجرشي,الباحة,7,806
سعودي,بلجرشي,الباحة,8,389
سعودي,بلجرشي,الباحة,9,201
سعودي,بلجرشي,الباحة,10+,217
غير سعودي,بلجرشي,الباحة,1,2038
غير سعودي,بلجرشي,الباحة,2,1161
غير سعودي,بلجرشي,الباحة,3,480
غير سعودي,بلجرشي,الباحة,4,323
غير سعودي,بلجرشي,الباحة,5,273
غير سعودي,بلجرشي,الباحة,6,211
غير سعودي,بلجرشي,الباحة,7,103
غير سعودي,بلجرشي,الباحة,8,72
غير سعودي,بلجرشي,الباحة,9,38
غير سعودي,بلجرشي,الباحة,10+,120
سعودي,بني حسن,الباحة,1,292
سعودي,بني حسن,الباحة,2,303
سعودي,بني حسن,الباحة,3,301
سعودي,بني حسن,الباحة,4,382
سعودي,بني حسن,الباحة,5,460
سعودي,بني حسن,الباحة,6,487
سعودي,بني حسن,الباحة,7,305
سعودي,بني حسن,الباحة,8,192
سعودي,بني حسن,الباحة,9,81
سعودي,بني حسن,الباحة,10+,67
غير سعودي,بني حسن,الباحة,1,399
غير سعودي,بني حسن,الباحة,2,188
غير سعودي,بني حسن,الباحة,3,56
غير سعودي,بني حسن,الباحة,4,36
غير سعودي,بني حسن,الباحة,5,20
غير سعودي,بني حسن,الباحة,6,14
غير سعودي,بني حسن,الباحة,7,15
غير سعودي,بني حسن,الباحة,8,12
غير سعودي,بني حسن,الباحة,9,5
غير سعودي,بني حسن,الباحة,10+,6
سعودي,فرعة غامد الزناد,الباحة,1,401
سعودي,فرعة غامد الزناد,الباحة,2,294
سعودي,فرعة غامد الزناد,الباحة,3,269
سعودي,فرعة غامد الزناد,الباحة,4,313
سعودي,فرعة غامد الزناد,الباحة,5,305
سعودي,فرعة غامد الزناد,الباحة,6,304
سعودي,فرعة غامد الزناد,الباحة,7,304
سعودي,فرعة غامد الزناد,الباحة,8,167
سعودي,فرعة غامد الزناد,الباحة,9,82
سعودي,فرعة غامد الزناد,الباحة,10+,126
غير سعودي,فرعة غامد الزناد,الباحة,1,157
غير سعودي,فرعة غامد الزناد,الباحة,2,42
غير سعودي,فرعة غامد الزناد,الباحة,3,20
غير سعودي,فرعة غامد الزناد,الباحة,4,6
غير سعودي,فرعة غامد الزناد,الباحة,5,5
غير سعودي,فرعة غامد الزناد,الباحة,6,2
غير سعودي,فرعة غامد الزناد,الباحة,7,3
غير سعودي,فرعة غامد الزناد,الباحة,8,2
غير سعودي,فرعة غامد الزناد,الباحة,9,2
سعودي,قلوة,الباحة,1,691
سعودي,قلوة,الباحة,2,526
سعودي,قلوة,الباحة,3,613
سعودي,قلوة,الباحة,4,731
سعودي,قلوة,الباحة,5,703
سعودي,قلوة,الباحة,6,813
سعودي,قلوة,الباحة,7,648
سعودي,قلوة,الباحة,8,329
سعودي,قلوة,الباحة,9,202
سعودي,قلوة,الباحة,10+,244
غير سعودي,قلوة,الباحة,1,858
غير سعودي,قلوة,الباحة,2,324
غير سعودي,قلوة,الباحة,3,144
غير سعودي,قلوة,الباحة,4,69
غير سعودي,قلوة,الباحة,5,48
غير سعودي,قلوة,الباحة,6,43
غير سعودي,قلوة,الباحة,7,24
غير سعودي,قلوة,الباحة,8,17
غير سعودي,قلوة,الباحة,9,9
غير سعودي,قلوة,الباحة,10+,43
سعودي,القريات,الجوف,1,2789
سعودي,القريات,الجوف,2,2224
سعودي,القريات,الجوف,3,2088
سعودي,القريات,الجوف,4,2156
سعودي,القريات,الجوف,5,2462
سعودي,القريات,الجوف,6,3980
سعودي,القريات,الجوف,7,2786
سعودي,القريات,الجوف,8,2109
سعودي,القريات,الجوف,9,1681
سعودي,القريات,الجوف,10+,3673
غير سعودي,القريات,الجوف,1,5179
غير سعودي,القريات,الجوف,2,4168
غير سعودي,القريات,الجوف,3,1035
غير سعودي,القريات,الجوف,4,457
غير سعودي,القريات,الجوف,5,388
غير سعودي,القريات,الجوف,6,289
غير سعودي,القريات,الجوف,7,200
غير سعودي,القريات,الجوف,8,88
غير سعودي,القريات,الجوف,9,60
غير سعودي,القريات,الجوف,10+,232
سعودي,دومة الجندل,الجوف,1,705
سعودي,دومة الجندل,الجوف,2,615
سعودي,دومة الجندل,الجوف,3,657
سعودي,دومة الجندل,الجوف,4,748
سعودي,دومة الجندل,الجوف,5,816
سعودي,دومة الجندل,الجوف,6,1100
سعودي,دومة الجندل,الجوف,7,851
سعودي,دومة الجندل,الجوف,8,639
سعودي,دومة الجندل,الجوف,9,453
سعودي,دومة الجندل,الجوف,10+,768
غير سعودي,دومة الجندل,الجوف,1,1560
غير سعودي,دومة الجندل,الجوف,2,1302
غير سعودي,دومة الجندل,الجوف,3,447
غير سعودي,دومة الجندل,الجوف,4,187
غير سعودي,دومة الجندل,الجوف,5,155
غير سعودي,دومة الجندل,الجوف,6,103
غير سعودي,دومة الجندل,الجوف,7,77
غير سعودي,دومة الجندل,الجوف,8,42
غير سعودي,دومة الجندل,الجوف,9,28
غير سعودي,دومة الجندل,الجوف,10+,106
سعودي,سكاكا (مقر الامارة),الجوف,1,3852
سعودي,سكاكا (مقر الامارة),الجوف,2,2939
سعودي,سكاكا (مقر الامارة),الجوف,3,2920
سعودي,سكاكا (مقر الامارة),الجوف,4,3137
سعودي,سكاكا (مقر الامارة),الجوف,5,3538
سعودي,سكاكا (مقر الامارة),الجوف,6,4727
سعودي,سكاكا (مقر الامارة),الجوف,7,3609
سعودي,سكاكا (مقر الامارة),الجوف,8,2530
سعودي,سكاكا (مقر الامارة),الجوف,9,1769
سعودي,سكاكا (مقر الامارة),الجوف,10+,2705
غير سعودي,سكاكا (مقر الامارة),الجوف,1,8890
غير سعودي,سكاكا (مقر الامارة),الجوف,2,7243
غير سعودي,سكاكا (مقر الامارة),الجوف,3,2400
غير سعودي,سكاكا (مقر الامارة),الجوف,4,1106
غير سعودي,سكاكا (مقر الامارة),الجوف,5,877
غير سعودي,سكاكا (مقر الامارة),الجوف,6,721
غير سعودي,سكاكا (مقر الامارة),الجوف,7,368
غير سعودي,سكاكا (مقر الامارة),الجوف,8,203
غير سعودي,سكاكا (مقر الامارة),الجوف,9,116
غير سعودي,سكاكا (مقر الامارة),الجوف,10+,455
سعودي,طبرجل,الجوف,1,1343
سعودي,طبرجل,الجوف,2,1361
سعودي,طبرجل,الجوف,3,1313
سعودي,طبرجل,الجوف,4,1323
سعودي,طبرجل,الجوف,5,1459
سعودي,طبرجل,الجوف,6,2254
سعودي,طبرجل,الجوف,7,1393
سعودي,طبرجل,الجوف,8,1176
سعودي,طبرجل,الجوف,9,1020
سعودي,طبرجل,الجوف,10+,2401
غير سعودي,طبرجل,الجوف,1,3398
غير سعودي,طبرجل,الجوف,2,1654
غير سعودي,طبرجل,الجوف,3,531
غير سعودي,طبرجل,الجوف,4,236
غير سعودي,طبرجل,الجوف,5,197
غير سعودي,طبرجل,الجوف,6,111
غير سعودي,طبرجل,الجوف,7,102
غير سعودي,طبرجل,الجوف,8,63
غير سعودي,طبرجل,الجوف,9,39
غير سعودي,طبرجل,الجوف,10+,148
سعودي,العويقيلة,الحدود الشمالية,1,151
سعودي,العويقيلة,الحدود الشمالية,2,209
سعودي,العويقيلة,الحدود الشمالية,3,234
سعودي,العويقيلة,الحدود الشمالية,4,268
سعودي,العويقيلة,الحدود الشمالية,5,274
سعودي,العويقيلة,الحدود الشمالية,6,366
سعودي,العويقيلة,الحدود الشمالية,7,333
سعودي,العويقيلة,الحدود الشمالية,8,275
سعودي,العويقيلة,الحدود الشمالية,9,195
سعودي,العويقيلة,الحدود الشمالية,10+,359
غير سعودي,العويقيلة,الحدود الشمالية,1,269
غير سعودي,العويقيلة,الحدود الشمالية,2,191
غير سعودي,العويقيلة,الحدود الشمالية,3,136
غير سعودي,العويقيلة,الحدود الشمالية,4,67
غير سعودي,العويقيلة,الحدود الشمالية,5,51
غير سعودي,العويقيلة,الحدود الشمالية,6,36
غير سعودي,العويقيلة,الحدود الشمالية,7,58
غير سعودي,العويقيلة,الحدود الشمالية,8,34
غير سعودي,العويقيلة,الحدود الشمالية,9,16
غير سعودي,العويقيلة,الحدود الشمالية,10+,54
سعودي,رفحاء,الحدود الشمالية,1,1065
سعودي,رفحاء,الحدود الشمالية,2,998
سعودي,رفحاء,الحدود الشمالية,3,1036
سعودي,رفحاء,الحدود الشمالية,4,1177
سعودي,رفحاء,الحدود الشمالية,5,1256
سعودي,رفحاء,الحدود الشمالية,6,1883
سعودي,رفحاء,الحدود الشمالية,7,1383
سعودي,رفحاء,الحدود الشمالية,8,1126
سعودي,رفحاء,الحدود الشمالية,9,727
سعودي,رفحاء,الحدود الشمالية,10+,1219
غير سعودي,رفحاء,الحدود الشمالية,1,2454
غير سعودي,رفحاء,الحدود الشمالية,2,1011
غير سعودي,رفحاء,الحدود الشمالية,3,283
غير سعودي,رفحاء,الحدود الشمالية,4,210
غير سعودي,رفحاء,الحدود الشمالية,5,178
غير سعودي,رفحاء,الحدود الشمالية,6,171
غير سعودي,رفحاء,الحدود الشمالية,7,181
غير سعودي,رفحاء,الحدود الشمالية,8,83
غير سعودي,رفحاء,الحدود الشمالية,9,38
غير سعودي,رفحاء,الحدود الشمالية,10+,155
سعودي,طريف,الحدود الشمالية,1,664
سعودي,طريف,الحدود الشمالية,2,624
سعودي,طريف,الحدود الشمالية,3,659
سعودي,طريف,الحدود الشمالية,4,758
سعودي,طريف,الحدود الشمالية,5,797
سعودي,طريف,الحدود الشمالية,6,1108
سعودي,طريف,الحدود الشمالية,7,924
سعودي,طريف,الحدود الشمالية,8,647
سعودي,طريف,الحدود الشمالية,9,507
سعودي,طريف,الحدود الشمالية,10+,991
غير سعودي,طريف,الحدود الشمالية,1,2426
غير سعودي,طريف,الحدود الشمالية,2,1169
غير سعودي,طريف,الحدود الشمالية,3,428
غير سعودي,طريف,الحدود الشمالية,4,249
غير سعودي,طريف,الحدود الشمالية,5,213
غير سعودي,طريف,الحدود الشمالية,6,204
غير سعودي,طريف,الحدود الشمالية,7,125
غير سعودي,طريف,الحدود الشمالية,8,73
غير سعودي,طريف,الحدود الشمالية,9,45
غير سعودي,طريف,الحدود الشمالية,10+,178
سعودي,عرعر (مقر الامارة),الحدود الشمالية,1,2188
سعودي,عرعر (مقر الامارة),الحدود الشمالية,2,2260
سعودي,عرعر (مقر الامارة),الحدود الشمالية,3,2492
سعودي,عرعر (مقر الامارة),الحدود الشمالية,4,2907
سعودي,عرعر (مقر الامارة),الحدود الشمالية,5,3045
سعودي,عرعر (مقر الامارة),الحدود الشمالية,6,4054
سعودي,عرعر (مقر الامارة),الحدود الشمالية,7,3285
سعودي,عرعر (مقر الامارة),الحدود الشمالية,8,2427
سعودي,عرعر (مقر الامارة),الحدود الشمالية,9,1672
سعودي,عرعر (مقر الامارة),الحدود الشمالية,10+,2714
غير سعودي,عرعر (مقر الامارة),الحدود الشمالية,1,4036
غير سعودي,عرعر (مقر الامارة),الحدود الشمالية,2,3422
غير سعودي,عرعر (مقر الامارة),الحدود الشمالية,3,1643
غير سعودي,عرعر (مقر الامارة),الحدود الشمالية,4,817
غير سعودي,عرعر (مقر الامارة),الحدود الشمالية,5,735
غير سعودي,عرعر (مقر الامارة),الحدود الشمالية,6,619
غير سعودي,عرعر (مقر الامارة),الحدود الشمالية,7,473
غير سعودي,عرعر (مقر الامارة),الحدود الشمالية,8,251
غير سعودي,عرعر (مقر الامارة),الحدود الشمالية,9,162
غير سعودي,عرعر (مقر الامارة),الحدود الشمالية,10+,530
سعودي,الافلاج,الرياض,1,1160
سعودي,الافلاج,الرياض,2,904
سعودي,الافلاج,الرياض,3,921
سعودي,الافلاج,الرياض,4,1026
سعودي,الافلاج,الرياض,5,1097
سعودي,الافلاج,الرياض,6,1269
سعودي,الافلاج,الرياض,7,997
سعودي,الافلاج,الرياض,8,647
سعودي,الافلاج,الرياض,9,381
سعودي,الافلاج,الرياض,10+,550
غير سعودي,الافلاج,الرياض,1,2259
غير سعودي,الافلاج,الرياض,2,634
غير سعودي,الافلاج,الرياض,3,291
غير سعودي,الافلاج,الرياض,4,157
غير سعودي,الافلاج,الرياض,5,124
غير سعودي,الافلاج,الرياض,6,97
غير سعودي,الافلاج,الرياض,7,55
غير سعودي,الافلاج,الرياض,8,27
غير سعودي,الافلاج,الرياض,9,19
غير سعودي,الافلاج,الرياض,10+,61
سعودي,الحريق,الرياض,1,281
سعودي,الحريق,الرياض,2,232
سعودي,الحريق,الرياض,3,232
سعودي,الحريق,الرياض,4,252
سعودي,الحريق,الرياض,5,242
سعودي,الحريق,الرياض,6,280
سعودي,الحريق,الرياض,7,221
سعودي,الحريق,الرياض,8,137
سعودي,الحريق,الرياض,9,63
سعودي,الحريق,الرياض,10+,85
غير سعودي,الحريق,الرياض,1,450
غير سعودي,الحريق,الرياض,2,89
غير سعودي,الحريق,الرياض,3,31
غير سعودي,الحريق,الرياض,4,20
غير سعودي,الحريق,الرياض,5,20
غير سعودي,الحريق,الرياض,6,13
غير سعودي,الحريق,الرياض,7,7
غير سعودي,الحريق,الرياض,8,3
غير سعودي,الحريق,الرياض,9,1
غير سعودي,الحريق,الرياض,10+,10
سعودي,الخرج,الرياض,1,5238
سعودي,الخرج,الرياض,2,4355
سعودي,الخرج,الرياض,3,4969
سعودي,الخرج,الرياض,4,6008
سعودي,الخرج,الرياض,5,6520
سعودي,الخرج,الرياض,6,7497
سعودي,الخرج,الرياض,7,5765
سعودي,الخرج,الرياض,8,3757
سعودي,الخرج,الرياض,9,2145
سعودي,الخرج,الرياض,10+,2851
غير سعودي,الخرج,الرياض,1,18800
غير سعودي,الخرج,الرياض,2,9869
غير سعودي,الخرج,الرياض,3,3952
غير سعودي,الخرج,الرياض,4,2235
غير سعودي,الخرج,الرياض,5,1722
غير سعودي,الخرج,الرياض,6,1361
غير سعودي,الخرج,الرياض,7,760
غير سعودي,الخرج,الرياض,8,439
غير سعودي,الخرج,الرياض,9,314
غير سعودي,الخرج,الرياض,10+,1075
سعودي,الدرعية,الرياض,1,1445
سعودي,الدرعية,الرياض,2,944
سعودي,الدرعية,الرياض,3,1058
سعودي,الدرعية,الرياض,4,1360
سعودي,الدرعية,الرياض,5,1478
سعودي,الدرعية,الرياض,6,1736
سعودي,الدرعية,الرياض,7,1334
سعودي,الدرعية,الرياض,8,932
سعودي,الدرعية,الرياض,9,500
سعودي,الدرعية,الرياض,10+,666
غير سعودي,الدرعية,الرياض,1,4812
غير سعودي,الدرعية,الرياض,2,2483
غير سعودي,الدرعية,الرياض,3,1318
غير سعودي,الدرعية,الرياض,4,858
غير سعودي,الدرعية,الرياض,5,707
غير سعودي,الدرعية,الرياض,6,540
غير سعودي,الدرعية,الرياض,7,334
غير سعودي,الدرعية,الرياض,8,163
غير سعودي,الدرعية,الرياض,9,80
غير سعودي,الدرعية,الرياض,10+,265
سعودي,الدلم,الرياض,1,714
سعودي,الدلم,الرياض,2,701
سعودي,الدلم,الرياض,3,763
سعودي,الدلم,الرياض,4,818
سعودي,الدلم,الرياض,5,940
سعودي,الدلم,الرياض,6,1192
سعودي,الدلم,الرياض,7,835
سعودي,الدلم,الرياض,8,601
سعودي,الدلم,الرياض,9,351
سعودي,الدلم,الرياض,10+,461
غير سعودي,الدلم,الرياض,1,3160
غير سعودي,الدلم,الرياض,2,1253
غير سعودي,الدلم,الرياض,3,516
غير سعودي,الدلم,الرياض,4,319
غير سعودي,الدلم,الرياض,5,247
غير سعودي,الدلم,الرياض,6,163
غير سعودي,الدلم,الرياض,7,121
غير سعودي,الدلم,الرياض,8,76
غير سعودي,الدلم,الرياض,9,48
غير سعودي,الدلم,الرياض,10+,109
سعودي,الدوادمي,الرياض,1,3733
سعودي,الدوادمي,الرياض,2,2869
سعودي,الدوادمي,الرياض,3,3111
سعودي,الدوادمي,الرياض,4,3502
سعودي,الدوادمي,الرياض,5,3827
سعودي,الدوادمي,الرياض,6,4350
سعودي,الدوادمي,الرياض,7,3595
سعودي,الدوادمي,الرياض,8,2235
سعودي,الدوادمي,الرياض,9,1372
سعودي,الدوادمي,الرياض,10+,1961
غير سعودي,الدوادمي,الرياض,1,7711
غير سعودي,الدوادمي,الرياض,2,3755
غير سعودي,الدوادمي,الرياض,3,1488
غير سعودي,الدوادمي,الرياض,4,686
غير سعودي,الدوادمي,الرياض,5,507
غير سعودي,الدوادمي,الرياض,6,478
غير سعودي,الدوادمي,الرياض,7,309
غير سعودي,الدوادمي,الرياض,8,202
غير سعودي,الدوادمي,الرياض,9,116
غير سعودي,الدوادمي,الرياض,10+,376
سعودي,الرياض (مقر الامارة),الرياض,1,128844
سعودي,الرياض (مقر الامارة),الرياض,2,79214
سعودي,الرياض (مقر الامارة),الرياض,3,79867
سعودي,الرياض (مقر الامارة),الرياض,4,91597
سعودي,الرياض (مقر الامارة),الرياض,5,92716
سعودي,الرياض (مقر الامارة),الرياض,6,93768
