الجنسية,المحافظة,المنطقة,حجم السكن,الأسر
غير سعودي,محايل,عسير,3,1450
غير سعودي,محايل,عسير,4,529
غير سعودي,محايل,عسير,5,351
غير سعودي,محايل,عسير,6,304
غير سعودي,محايل,عسير,7,202
غير سعودي,محايل,عسير,8,116
غير سعودي,محايل,عسير,9,86
غير سعودي,محايل,عسير,10+,369
سعودي,أضم,مكة المكرمة,1,701
سعودي,أضم,مكة المكرمة,2,438
سعودي,أضم,مكة المكرمة,3,522
سعودي,أضم,مكة المكرمة,4,607
سعودي,أضم,مكة المكرمة,5,658
سعودي,أضم,مكة المكرمة,6,737
سعودي,أضم,مكة المكرمة,7,656
سعودي,أضم,مكة المكرمة,8,354
سعودي,أضم,مكة المكرمة,9,267
سعودي,أضم,مكة المكرمة,10+,553
غير سعودي,أضم,مكة المكرمة,1,862
غير سعودي,أضم,مكة المكرمة,2,210
غير سعودي,أضم,مكة المكرمة,3,96
غير سعودي,أضم,مكة المكرمة,4,79
غير سعودي,أضم,مكة المكرمة,5,64
غير سعودي,أضم,مكة المكرمة,6,73
غير سعودي,أضم,مكة المكرمة,7,67
غير سعودي,أضم,مكة المكرمة,8,22
غير سعودي,أضم,مكة المكرمة,9,11
غير سعودي,أضم,مكة المكرمة,10+,33
سعودي,الجموم,مكة المكرمة,1,2109
سعودي,الجموم,مكة المكرمة,2,1603
سعودي,الجموم,مكة المكرمة,3,1689
سعودي,الجموم,مكة المكرمة,4,2047
سعودي,الجموم,مكة المكرمة,5,1989
سعودي,الجموم,مكة المكرمة,6,2122
سعودي,الجموم,مكة المكرمة,7,1508
سعودي,الجموم,مكة المكرمة,8,823
سعودي,الجموم,مكة المكرمة,9,424
سعودي,الجموم,مكة المكرمة,10+,643
غير سعودي,الجموم,مكة المكرمة,1,3279
غير سعودي,الجموم,مكة المكرمة,2,1500
غير سعودي,الجموم,مكة المكرمة,3,680
غير سعودي,الجموم,مكة المكرمة,4,355
غير سعودي,الجموم,مكة المكرمة,5,290
غير سعودي,الجموم,مكة المكرمة,6,283
غير سعودي,الجموم,مكة المكرمة,7,172
غير سعودي,الجموم,مكة المكرمة,8,89
غير سعودي,الجموم,مكة المكرمة,9,50
غير سعودي,الجموم,مكة المكرمة,10+,138
سعودي,الخرمة,مكة المكرمة,1,837
سعودي,الخرمة,مكة المكرمة,2,647
سعودي,الخرمة,مكة المكرمة,3,678
سعودي,الخرمة,مكة المكرمة,4,719
سعودي,الخرمة,مكة المكرمة,5,734
سعودي,الخرمة,مكة المكرمة,6,855
سعودي,الخرمة,مكة المكرمة,7,676
سعودي,الخرمة,مكة المكرمة,8,413
سعودي,الخرمة,مكة المكرمة,9,245
سعودي,الخرمة,مكة المكرمة,10+,462
غير سعودي,الخرمة,مكة المكرمة,1,1272
غير سعودي,الخرمة,مكة المكرمة,2,537
غير سعودي,الخرمة,مكة المكرمة,3,202
غير سعودي,الخرمة,مكة المكرمة,4,121
غير سعودي,الخرمة,مكة المكرمة,5,91
غير سعودي,الخرمة,مكة المكرمة,6,79
غير سعودي,الخرمة,مكة المكرمة,7,41
غير سعودي,الخرمة,مكة المكرمة,8,22
غير سعودي,الخرمة,مكة المكرمة,9,19
غير سعودي,الخرمة,مكة المكرمة,10+,56
سعودي,الطائف,مكة المكرمة,1,19616
سعودي,الطائف,مكة المكرمة,2,15775
سعودي,الطائف,مكة المكرمة,3,16516
سعودي,الطائف,مكة المكرمة,4,19733
سعودي,الطائف,مكة المكرمة,5,20264
سعودي,الطائف,مكة المكرمة,6,21465
سعودي,الطائف,مكة المكرمة,7,15129
سعودي,الطائف,مكة المكرمة,8,8701
سعودي,الطائف,مكة المكرمة,9,4647
سعودي,الطائف,مكة المكرمة,10+,5203
غير سعودي,الطائف,مكة المكرمة,1,31818
غير سعودي,الطائف,مكة المكرمة,2,19848
غير سعودي,الطائف,مكة المكرمة,3,8238
غير سعودي,الطائف,مكة المكرمة,4,4724
غير سعودي,الطائف,مكة المكرمة,5,3938
غير سعودي,الطائف,مكة المكرمة,6,3376
غير سعودي,الطائف,مكة المكرمة,7,2295
غير سعودي,الطائف,مكة المكرمة,8,1170
غير سعودي,الطائف,مكة المكرمة,9,551
غير سعودي,الطائف,مكة المكرمة,10+,1410
سعودي,العرضيات,مكة المكرمة,1,1954
سعودي,العرضيات,مكة المكرمة,2,1499
سعودي,العرضيات,مكة المكرمة,3,1351
سعودي,العرضيات,مكة المكرمة,4,1534
سعودي,العرضيات,مكة المكرمة,5,1458
سعودي,العرضيات,مكة المكرمة,6,1605
سعودي,العرضيات,مكة المكرمة,7,1290
سعودي,العرضيات,مكة المكرمة,8,661
سعودي,العرضيات,مكة المكرمة,9,388
سعودي,العرضيات,مكة المكرمة,10+,501
غير سعودي,العرضيات,مكة المكرمة,1,2007
غير سعودي,العرضيات,مكة المكرمة,2,775
غير سعودي,العرضيات,مكة المكرمة,3,460
غير سعودي,العرضيات,مكة المكرمة,4,234
غير سعودي,العرضيات,مكة المكرمة,5,154
غير سعودي,العرضيات,مكة المكرمة,6,111
غير سعودي,العرضيات,مكة المكرمة,7,73
غير سعودي,العرضيات,مكة المكرمة,8,36
غير سعودي,العرضيات,مكة المكرمة,9,25
غير سعودي,العرضيات,مكة المكرمة,10+,43
سعودي,القنفذة,مكة المكرمة,1,5083
سعودي,القنفذة,مكة المكرمة,2,4110
سعودي,القنفذة,مكة المكرمة,3,4218
سعودي,القنفذة,مكة المكرمة,4,4946
سعودي,القنفذة,مكة المكرمة,5,4689
سعودي,القنفذة,مكة المكرمة,6,4834
سعودي,القنفذة,مكة المكرمة,7,3623
سعودي,القنفذة,مكة المكرمة,8,1987
سعودي,القنفذة,مكة المكرمة,9,1115
سعودي,القنفذة,مكة المكرمة,10+,1389
غير سعودي,القنفذة,مكة المكرمة,1,5767
غير سعودي,القنفذة,مكة المكرمة,2,3903
غير سعودي,القنفذة,مكة المكرمة,3,1656
غير سعودي,القنفذة,مكة المكرمة,4,891
غير سعودي,القنفذة,مكة المكرمة,5,579
غير سعودي,القنفذة,مكة المكرمة,6,494
غير سعودي,القنفذة,مكة المكرمة,7,310
غير سعودي,القنفذة,مكة المكرمة,8,195
غير سعودي,القنفذة,مكة المكرمة,9,102
غير سعودي,القنفذة,مكة المكرمة,10+,377
سعودي,الكامل,مكة المكرمة,1,665
سعودي,الكامل,مكة المكرمة,2,271
سعودي,الكامل,مكة المكرمة,3,250
سعودي,الكامل,مكة المكرمة,4,303
سعودي,الكامل,مكة المكرمة,5,283
سعودي,الكامل,مكة المكرمة,6,320
سعودي,الكامل,مكة المكرمة,7,251
سعودي,الكامل,مكة المكرمة,8,154
سعودي,الكامل,مكة المكرمة,9,78
سعودي,الكامل,مكة المكرمة,10+,134
غير سعودي,الكامل,مكة المكرمة,1,798
غير سعودي,الكامل,مكة المكرمة,2,178
غير سعودي,الكامل,مكة المكرمة,3,73
غير سعودي,الكامل,مكة المكرمة,4,53
غير سعودي,الكامل,مكة المكرمة,5,41
غير سعودي,الكامل,مكة المكرمة,6,31
غير سعودي,الكامل,مكة المكرمة,7,19
غير سعودي,الكامل,مكة المكرمة,8,7
غير سعودي,الكامل,مكة المكرمة,9,3
غير سعودي,الكامل,مكة المكرمة,10+,18
سعودي,الليث,مكة المكرمة,1,2260
سعودي,الليث,مكة المكرمة,2,1542
سعودي,الليث,مكة المكرمة,3,1433
سعودي,الليث,مكة المكرمة,4,1586
سعودي,الليث,مكة المكرمة,5,1536
سعودي,الليث,مكة المكرمة,6,1656
سعودي,الليث,مكة المكرمة,7,1294
سعودي,الليث,مكة المكرمة,8,757
سعودي,الليث,مكة المكرمة,9,469
سعودي,الليث,مكة المكرمة,10+,704
غير سعودي,الليث,مكة المكرمة,1,2830
غير سعودي,الليث,مكة المكرمة,2,906
غير سعودي,الليث,مكة المكرمة,3,374
غير سعودي,الليث,مكة المكرمة,4,216
غير سعودي,الليث,مكة المكرمة,5,177
غير سعودي,الليث,مكة المكرمة,6,142
غير سعودي,الليث,مكة المكرمة,7,61
غير سعودي,الليث,مكة المكرمة,8,25
غير سعودي,الليث,مكة المكرمة,9,20
غير سعودي,الليث,مكة المكرمة,10+,86
سعودي,الموية,مكة المكرمة,1,949
سعودي,الموية,مكة المكرمة,2,622
سعودي,الموية,مكة المكرمة,3,598
سعودي,الموية,مكة المكرمة,4,669
سعودي,الموية,مكة المكرمة,5,697
سعودي,الموية,مكة المكرمة,6,738
سعودي,الموية,مكة المكرمة,7,501
سعودي,الموية,مكة المكرمة,8,322
سعودي,الموية,مكة المكرمة,9,191
سعودي,الموية,مكة المكرمة,10+,307
غير سعودي,الموية,مكة المكرمة,1,654
غير سعودي,الموية,مكة المكرمة,2,330
غير سعودي,الموية,مكة المكرمة,3,101
غير سعودي,الموية,مكة المكرمة,4,40
غير سعودي,الموية,مكة المكرمة,5,28
غير سعودي,الموية,مكة المكرمة,6,24
غير سعودي,الموية,مكة المكرمة,7,13
غير سعودي,الموية,مكة المكرمة,8,9
غير سعودي,الموية,مكة المكرمة,9,3
غير سعودي,الموية,مكة المكرمة,10+,20
سعودي,بحرة,مكة المكرمة,1,1742
سعودي,بحرة,مكة المكرمة,2,1380
سعودي,بحرة,مكة المكرمة,3,1496
سعودي,بحرة,مكة المكرمة,4,1795
سعودي,بحرة,مكة المكرمة,5,1739
سعودي,بحرة,مكة المكرمة,6,2017
سعودي,بحرة,مكة المكرمة,7,1283
سعودي,بحرة,مكة المكرمة,8,742
سعودي,بحرة,مكة المكرمة,9,432
سعودي,بحرة,مكة المكرمة,10+,591
غير سعودي,بحرة,مكة المكرمة,1,8186
غير سعودي,بحرة,مكة المكرمة,2,1863
غير سعودي,بحرة,مكة المكرمة,3,582
غير سعودي,بحرة,مكة المكرمة,4,373
غير سعودي,بحرة,مكة المكرمة,5,328
غير سعودي,بحرة,مكة المكرمة,6,361
غير سعودي,بحرة,مكة المكرمة,7,256
غير سعودي,بحرة,مكة المكرمة,8,135
غير سعودي,بحرة,مكة المكرمة,9,66
غير سعودي,بحرة,مكة المكرمة,10+,136
سعودي,تربة,مكة المكرمة,1,1380
سعودي,تربة,مكة المكرمة,2,882
سعودي,تربة,مكة المكرمة,3,862
سعودي,تربة,مكة المكرمة,4,886
سعودي,تربة,مكة المكرمة,5,891
سعودي,تربة,مكة المكرمة,6,996
سعودي,تربة,مكة المكرمة,7,672
سعودي,تربة,مكة المكرمة,8,408
سعودي,تربة,مكة المكرمة,9,247
سعودي,تربة,مكة المكرمة,10+,424
غير سعودي,تربة,مكة المكرمة,1,2134
غير سعودي,تربة,مكة المكرمة,2,528
غير سعودي,تربة,مكة المكرمة,3,226
غير سعودي,تربة,مكة المكرمة,4,113
غير سعودي,تربة,مكة المكرمة,5,88
غير سعودي,تربة,مكة المكرمة,6,84
غير سعودي,تربة,مكة المكرمة,7,43
غير سعودي,تربة,مكة المكرمة,8,19
غير سعودي,تربة,مكة المكرمة,9,15
غير سعودي,تربة,مكة المكرمة,10+,33
سعودي,جدة,مكة المكرمة,1,77008
سعودي,جدة,مكة المكرمة,2,50447
سعودي,جدة,مكة المكرمة,3,52411
سعودي,جدة,مكة المكرمة,4,60767
سعودي,جدة,مكة المكرمة,5,58044
سعودي,جدة,مكة المكرمة,6,53607
سعودي,جدة,مكة المكرمة,7,39142
سعودي,جدة,مكة المكرمة,8,21618
سعودي,جدة,مكة المكرمة,9,10579
سعودي,جدة,مكة المكرمة,10+,11297
غير سعودي,جدة,مكة المكرمة,1,236335
غير سعودي,جدة,مكة المكرمة,2,176998
غير سعودي,جدة,مكة المكرمة,3,76007
غير سعودي,جدة,مكة المكرمة,4,50212
غير سعودي,جدة,مكة المكرمة,5,38705
غير سعودي,جدة,مكة المكرمة,6,31441
غير سعودي,جدة,مكة المكرمة,7,18217
غير سعودي,جدة,مكة المكرمة,8,7665
غير سعودي,جدة,مكة المكرمة,9,3518
غير سعودي,جدة,مكة المكرمة,10+,7890
سعودي,خليص,مكة المكرمة,1,1355
سعودي,خليص,مكة المكرمة,2,1127
سعودي,خليص,مكة المكرمة,3,1201
سعودي,خليص,مكة المكرمة,4,1397
سعودي,خليص,مكة المكرمة,5,1315
سعودي,خليص,مكة المكرمة,6,1306
سعودي,خليص,مكة المكرمة,7,863
سعودي,خليص,مكة المكرمة,8,442
سعودي,خليص,مكة المكرمة,9,232
سعودي,خليص,مكة المكرمة,10+,270
غير سعودي,خليص,مكة المكرمة,1,1984
غير سعودي,خليص,مكة المكرمة,2,788
غير سعودي,خليص,مكة المكرمة,3,365
غير سعودي,خليص,مكة المكرمة,4,182
غير سعودي,خليص,مكة المكرمة,5,156
غير سعودي,خليص,مكة المكرمة,6,113
غير سعودي,خليص,مكة المكرمة,7,74
غير سعودي,خليص,مكة المكرمة,8,39
غير سعودي,خليص,مكة المكرمة,9,20
غير سعودي,خليص,مكة المكرمة,10+,54
سعودي,رابغ,مكة المكرمة,1,2513
سعودي,رابغ,مكة المكرمة,2,1840
سعودي,رابغ,مكة المكرمة,3,2006
سعودي,رابغ,مكة المكرمة,4,2222
سعودي,رابغ,مكة المكرمة,5,2090
سعودي,رابغ,مكة المكرمة,6,2059
سعودي,رابغ,مكة المكرمة,7,1362
سعودي,رابغ,مكة المكرمة,8,719
سعودي,رابغ,مكة المكرمة,9,369
سعودي,رابغ,مكة المكرمة,10+,365
غير سعودي,رابغ,مكة المكرمة,1,5647
غير سعودي,رابغ,مكة المكرمة,2,3247
غير سعودي,رابغ,مكة المكرمة,3,1205
غير سعودي,رابغ,مكة المكرمة,4,817
غير سعودي,رابغ,مكة المكرمة,5,632
غير سعودي,رابغ,مكة المكرمة,6,457
غير سعودي,رابغ,مكة المكرمة,7,250
غير سعودي,رابغ,مكة المكرمة,8,126
غير سعودي,رابغ,مكة المكرمة,9,68
غير سعودي,رابغ,مكة المكرمة,10+,229
سعودي,رنية,مكة المكرمة,1,1621
سعودي,رنية,مكة المكرمة,2,879
سعودي,رنية,مكة المكرمة,3,882
سعودي,رنية,مكة المكرمة,4,939
سعودي,رنية,مكة المكرمة,5,905
سعودي,رنية,مكة المكرمة,6,1009
سعودي,رنية,مكة المكرمة,7,761
سعودي,رنية,مكة المكرمة,8,568
سعودي,رنية,مكة المكرمة,9,339
سعودي,رنية,مكة المكرمة,10+,673
غير سعودي,رنية,مكة المكرمة,1,2280
غير سعودي,رنية,مكة المكرمة,2,626
غير سعودي,رنية,مكة المكرمة,3,292
غير سعودي,رنية,مكة المكرمة,4,190
غير سعودي,رنية,مكة المكرمة,5,128
غير سعودي,رنية,مكة المكرمة,6,83
غير سعودي,رنية,مكة المكرمة,7,41
غير سعودي,رنية,مكة المكرمة,8,34
غير سعودي,رنية,مكة المكرمة,9,26
غير سعودي,رنية,مكة المكرمة,10+,66
سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,1,30394
سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,2,28087
سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,3,32337
سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,4,35996
سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,5,34420
سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,6,31271
سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,7,25730
سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,8,15795
سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,9,8083
سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,10+,10782
غير سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,1,65964
غير سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,2,122477
غير سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,3,65472
غير سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,4,25163
غير سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,5,17621
غير سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,6,14613
غير سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,7,11508
غير سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,8,7464
غير سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,9,4004
غير سعودي,مكة المكرمة (مقر الإمارة),مكة المكرمة,10+,9791
سعودي,ميسان,مكة المكرمة,1,1201
سعودي,ميسان,مكة المكرمة,2,635
سعودي,ميسان,مكة المكرمة,3,541
سعودي,ميسان,مكة المكرمة,4,560
سعودي,ميسان,مكة المكرمة,5,625
سعودي,ميسان,مكة المكرمة,6,677
سعودي,ميسان,مكة المكرمة,7,581
سعودي,ميسان,مكة المكرمة,8,314
سعودي,ميسان,مكة المكرمة,9,157
سعودي,ميسان,مكة المكرمة,10+,265
غير سعودي,ميسان,مكة المكرمة,1,2060
غير سعودي,ميسان,مكة المكرمة,2,136
غير سعودي,ميسان,مكة المكرمة,3,59
غير سعودي,ميسان,مكة المكرمة,4,54
غير سعودي,ميسان,مكة المكرمة,5,38
غير سعودي,ميسان,مكة المكرمة,6,35
غير سعودي,ميسان,مكة المكرمة,7,16
غير سعودي,ميسان,مكة المكرمة,8,8
غير سعودي,ميسان,مكة المكرمة,9,5
غير سعودي,ميسان,مكة المكرمة,10+,10
سعودي,بدر الجنوب,نجران,1,160
سعودي,بدر الجنوب,نجران,2,118
سعودي,بدر الجنوب,نجران,3,113
سعودي,بدر الجنوب,نجران,4,107
سعودي,بدر الجنوب,نجران,5,144
سعودي,بدر الجنوب,نجران,6,166
سعودي,بدر الجنوب,نجران,7,182
سعودي,بدر الجنوب,نجران,8,92
سعودي,بدر الجنوب,نجران,9,63
سعودي,بدر الجنوب,نجران,10+,142
غير سعودي,بدر الجنوب,نجران,1,243
غير سعودي,بدر الجنوب,نجران,2,74
غير سعودي,بدر الجنوب,نجران,3,25
غير سعودي,بدر الجنوب,نجران,4,12
غير سعودي,بدر الجنوب,نجران,5,8
غير سعودي,بدر الجنوب,نجران,6,6
غير سعودي,بدر الجنوب,نجران,7,1
غير سعودي,بدر الجنوب,نجران,9,2
غير سعودي,بدر الجنوب,نجران,10+,2
سعودي,ثار,نجران,1,344
سعودي,ثار,نجران,2,209
سعودي,ثار,نجران,3,170
سعودي,ثار,نجران,4,163
سعودي,ثار,نجران,5,181
سعودي,ثار,نجران,6,257
سعودي,ثار,نجران,7,221
سعودي,ثار,نجران,8,144
سعودي,ثار,نجران,9,103
سعودي,ثار,نجران,10+,276
غير سعودي,ثار,نجران,1,612
غير سعودي,ثار,نجران,2,130
غير سعودي,ثار,نجران,3,44
غير سعودي,ثار,نجران,4,41
غير سعودي,ثار,نجران,5,25
غير سعودي,ثار,نجران,6,23
غير سعودي,ثار,نجران,7,8
غير سعودي,ثار,نجران,8,5
غير سعودي,ثار,نجران,9,2
غير سعودي,ثار,نجران,10+,7
سعودي,حبونا,نجران,1,492
سعودي,حبونا,نجران,2,422
سعودي,حبونا,نجران,3,378
سعودي,حبونا,نجران,4,386
سعودي,حبونا,نجران,5,385
سعودي,حبونا,نجران,6,439
سعودي,حبونا,نجران,7,430
سعودي,حبونا,نجران,8,280
سعودي,حبونا,نجران,9,186
سعودي,حبونا,نجران,10+,324
غير سعودي,حبونا,نجران,1,1148
غير سعودي,حبونا,نجران,2,613
غير سعودي,حبونا,نجران,3,247
غير سعودي,حبونا,نجران,4,61
غير سعودي,حبونا,نجران,5,47
غير سعودي,حبونا,نجران,6,51
غير سعودي,حبونا,نجران,7,31
غير سعودي,حبونا,نجران,8,13
غير سعودي,حبونا,نجران,9,13
غير سعودي,حبونا,نجران,10+,44
سعودي,خباش,نجران,1,189
سعودي,خباش,نجران,2,120
سعودي,خباش,نجران,3,139
سعودي,خباش,نجران,4,125
سعودي,خباش,نجران,5,109
سعودي,خباش,نجران,6,162
سعودي,خباش,نجران,7,119
سعودي,خباش,نجران,8,96
سعودي,خباش,نجران,9,73
سعودي,خباش,نجران,10+,130
غير سعودي,خباش,نجران,1,341
غير سعودي,خباش,نجران,2,162
غير سعودي,خباش,نجران,3,51
غير سعودي,خباش,نجران,4,16
غير سعودي,خباش,نجران,5,11
غير سعودي,خباش,نجران,6,9
غير سعودي,خباش,نجران,7,11
غير سعودي,خباش,نجران,8,2
غير سعودي,خباش,نجران,10+,1
سعودي,شرورة,نجران,1,1305
سعودي,شرورة,نجران,2,1128
سعودي,شرورة,نجران,3,1326
سعودي,شرورة,نجران,4,1588
سعودي,شرورة,نجران,5,1549
سعودي,شرورة,نجران,6,1843
سعودي,شرورة,نجران,7,1377
سعودي,شرورة,نجران,8,1023
سعودي,شرورة,نجران,9,605
سعودي,شرورة,نجران,10+,1263
غير سعودي,شرورة,نجران,1,2094
غير سعودي,شرورة,نجران,2,1846
غير سعودي,شرورة,نجران,3,776
غير سعودي,شرورة,نجران,4,392
غير سعودي,شرورة,نجران,5,347
غير سعودي,شرورة,نجران,6,537
غير سعودي,شرورة,نجران,7,561
غير سعودي,شرورة,نجران,8,313
غير سعودي,شرورة,نجران,9,121
غير سعودي,شرورة,نجران,10+,313
سعودي,نجران (مقر الامارة),نجران,1,6745
سعودي,نجران (مقر الامارة),نجران,2,4947
سعودي,نجران (مقر الامارة),نجران,3,5202
سعودي,نجران (مقر الامارة),نجران,4,5736
سعودي,نجران (مقر الامارة),نجران,5,6134
سعودي,نجران (مقر الامارة),نجران,6,7529
سعودي,نجران (مقر الامارة),نجران,7,5914
سعودي,نجران (مقر الامارة),نجران,8,4181
سعودي,نجران (مقر الامارة),نجران,9,2837
سعودي,نجران (مقر الامارة),نجران,10+,5010
غير سعودي,نجران (مقر الامارة),نجران,1,14865
غير سعودي,نجران (مقر الامارة),نجران,2,12291
غير سعودي,نجران (مقر الامارة),نجران,3,4554
غير سعودي,نجران (مقر الامارة),نجران,4,2096
غير سعودي,نجران (مقر الامارة),نجران,5,1871
غير سعودي,نجران (مقر الامارة),نجران,6,1758
غير سعودي,نجران (مقر الامارة),نجران,7,1191
غير سعودي,نجران (مقر الامارة),نجران,8,721
غير سعودي,نجران (مقر الامارة),نجران,9,428
غير سعودي,نجران (مقر الامارة),نجران,10+,1234
سعودي,يدمة,نجران,1,468
سعودي,يدمة,نجران,2,260
سعودي,يدمة,نجران,3,244
سعودي,يدمة,نجران,4,222
سعودي,يدمة,نجران,5,229
سعودي,يدمة,نجران,6,310
سعودي,يدمة,نجران,7,224
سعودي,يدمة,نجران,8,165
سعودي,يدمة,نجران,9,129
سعودي,يدمة,نجران,10+,330
غير سعودي,يدمة,نجران,1,485
غير سعودي,يدمة,نجران,2,226
غير سعودي,يدمة,نجران,3,37
غير سعودي,يدمة,نجران,4,35
غير سعودي,يدمة,نجران,5,20
غير سعودي,يدمة,نجران,6,18
غير سعودي,يدمة,نجران,7,12
غير سعودي,يدمة,نجران,8,11
غير سعودي,يدمة,نجران,9,5
غير سعودي,يدمة,نجران,10+,18
